Modality,Model,threshold,accuracy,precision,recall,f1,balanced_accuracy,tp,tn,fp,fn
Audio,LogisticRegression,0.29,0.6218487394957983,0.651685393258427,0.8055555555555556,0.7204968944099379,0.5729905437352246,58,16,31,14
Audio,LogisticRegression,0.3,0.6218487394957983,0.651685393258427,0.8055555555555556,0.7204968944099379,0.5729905437352246,58,16,31,14
Audio,LogisticRegression,0.31,0.6218487394957983,0.651685393258427,0.8055555555555556,0.7204968944099379,0.5729905437352246,58,16,31,14
Audio,LogisticRegression,0.32,0.6134453781512605,0.6477272727272727,0.7916666666666666,0.7125,0.5660460992907801,57,16,31,15
Audio,LogisticRegression,0.33,0.6134453781512605,0.6477272727272727,0.7916666666666666,0.7125,0.5660460992907801,57,16,31,15
Audio,LogisticRegression,0.34,0.6218487394957983,0.6551724137931034,0.7916666666666666,0.7169811320754716,0.5766843971631206,57,17,30,15
Audio,LogisticRegression,0.35,0.6302521008403361,0.6627906976744186,0.7916666666666666,0.7215189873417721,0.587322695035461,57,18,29,15
Audio,LogisticRegression,0.36,0.6470588235294118,0.6785714285714286,0.7916666666666666,0.7307692307692307,0.6085992907801419,57,20,27,15
Audio,LogisticRegression,0.37,0.6470588235294118,0.6785714285714286,0.7916666666666666,0.7307692307692307,0.6085992907801419,57,20,27,15
Audio,LogisticRegression,0.38,0.6386554621848739,0.6746987951807228,0.7777777777777778,0.7225806451612903,0.6016548463356974,56,20,27,16
Audio,LogisticRegression,0.39,0.6386554621848739,0.6746987951807228,0.7777777777777778,0.7225806451612903,0.6016548463356974,56,20,27,16
Audio,LogisticRegression,0.4,0.6386554621848739,0.6746987951807228,0.7777777777777778,0.7225806451612903,0.6016548463356974,56,20,27,16
Audio,LogisticRegression,0.41,0.6386554621848739,0.6746987951807228,0.7777777777777778,0.7225806451612903,0.6016548463356974,56,20,27,16
Audio,LogisticRegression,0.42,0.6470588235294118,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.6122931442080378,56,21,26,16
Audio,LogisticRegression,0.43,0.6386554621848739,0.6790123456790124,0.7638888888888888,0.7189542483660131,0.6053486997635933,55,21,26,17
Audio,LogisticRegression,0.44,0.6470588235294118,0.6875,0.7638888888888888,0.7236842105263158,0.6159869976359338,55,22,25,17
Audio,LogisticRegression,0.45,0.6470588235294118,0.6875,0.7638888888888888,0.7236842105263158,0.6159869976359338,55,22,25,17
Audio,LogisticRegression,0.46,0.6554621848739496,0.7012987012987013,0.75,0.7248322147651006,0.6303191489361701,54,24,23,18
Audio,LogisticRegression,0.47,0.6386554621848739,0.6933333333333334,0.7222222222222222,0.7074829931972789,0.6164302600472813,52,24,23,20
Audio,LogisticRegression,0.48,0.6386554621848739,0.6933333333333334,0.7222222222222222,0.7074829931972789,0.6164302600472813,52,24,23,20
Audio,LogisticRegression,0.49,0.6470588235294118,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.6307624113475178,51,26,21,21
Audio,LogisticRegression,0.5,0.6470588235294118,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.6307624113475178,51,26,21,21
Audio,LogisticRegression,0.51,0.6470588235294118,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.6307624113475178,51,26,21,21
Audio,LogisticRegression,0.52,0.6554621848739496,0.7246376811594203,0.6944444444444444,0.7092198581560284,0.6450945626477541,50,28,19,22
Audio,LogisticRegression,0.53,0.6554621848739496,0.7313432835820896,0.6805555555555556,0.7050359712230215,0.6487884160756501,49,29,18,23
Audio,LogisticRegression,0.54,0.6554621848739496,0.7313432835820896,0.6805555555555556,0.7050359712230215,0.6487884160756501,49,29,18,23
Audio,LogisticRegression,0.55,0.6554621848739496,0.7313432835820896,0.6805555555555556,0.7050359712230215,0.6487884160756501,49,29,18,23
Audio,LogisticRegression,0.56,0.6638655462184874,0.7424242424242424,0.6805555555555556,0.7101449275362319,0.6594267139479906,49,30,17,23
Audio,LogisticRegression,0.57,0.6722689075630253,0.7538461538461538,0.6805555555555556,0.7153284671532847,0.670065011820331,49,31,16,23
Audio,LogisticRegression,0.58,0.6638655462184874,0.75,0.6666666666666666,0.7058823529411765,0.6631205673758864,48,31,16,24
Audio,LogisticRegression,0.59,0.6638655462184874,0.75,0.6666666666666666,0.7058823529411765,0.6631205673758864,48,31,16,24
Audio,LogisticRegression,0.6,0.6638655462184874,0.75,0.6666666666666666,0.7058823529411765,0.6631205673758864,48,31,16,24
Audio,LogisticRegression,0.61,0.6554621848739496,0.746031746031746,0.6527777777777778,0.6962962962962963,0.656176122931442,47,31,16,25
Audio,LogisticRegression,0.62,0.6554621848739496,0.746031746031746,0.6527777777777778,0.6962962962962963,0.656176122931442,47,31,16,25
Audio,LogisticRegression,0.63,0.6554621848739496,0.746031746031746,0.6527777777777778,0.6962962962962963,0.656176122931442,47,31,16,25
Audio,LogisticRegression,0.64,0.6722689075630253,0.7704918032786885,0.6527777777777778,0.706766917293233,0.677452718676123,47,33,14,25
Audio,LogisticRegression,0.65,0.6722689075630253,0.7704918032786885,0.6527777777777778,0.706766917293233,0.677452718676123,47,33,14,25
Audio,LogisticRegression,0.66,0.6722689075630253,0.7704918032786885,0.6527777777777778,0.706766917293233,0.677452718676123,47,33,14,25
Audio,LogisticRegression,0.67,0.6722689075630253,0.7704918032786885,0.6527777777777778,0.706766917293233,0.677452718676123,47,33,14,25
Audio,LogisticRegression,0.68,0.6638655462184874,0.7666666666666667,0.6388888888888888,0.696969696969697,0.6705082742316785,46,33,14,26
Audio,LogisticRegression,0.69,0.6638655462184874,0.7666666666666667,0.6388888888888888,0.696969696969697,0.6705082742316785,46,33,14,26
Audio,LogisticRegression,0.7,0.680672268907563,0.7931034482758621,0.6388888888888888,0.7076923076923077,0.6917848699763594,46,35,12,26
Audio,LogisticRegression,0.71,0.680672268907563,0.7931034482758621,0.6388888888888888,0.7076923076923077,0.6917848699763594,46,35,12,26
Audio,LogisticRegression,0.72,0.6722689075630253,0.7894736842105263,0.625,0.6976744186046512,0.6848404255319149,45,35,12,27
Audio,LogisticRegression,0.73,0.6722689075630253,0.7894736842105263,0.625,0.6976744186046512,0.6848404255319149,45,35,12,27
Audio,LogisticRegression,0.74,0.6722689075630253,0.8,0.6111111111111112,0.6929133858267716,0.6885342789598109,44,36,11,28
Audio,LogisticRegression,0.75,0.6722689075630253,0.8,0.6111111111111112,0.6929133858267716,0.6885342789598109,44,36,11,28
Audio,LogisticRegression,0.76,0.680672268907563,0.8148148148148148,0.6111111111111112,0.6984126984126984,0.6991725768321513,44,37,10,28
Audio,LogisticRegression,0.77,0.6890756302521008,0.8301886792452831,0.6111111111111112,0.704,0.7098108747044918,44,38,9,28
Audio,LogisticRegression,0.78,0.6890756302521008,0.8301886792452831,0.6111111111111112,0.704,0.7098108747044918,44,38,9,28
Audio,LogisticRegression,0.79,0.6890756302521008,0.8301886792452831,0.6111111111111112,0.704,0.7098108747044918,44,38,9,28
Audio,LogisticRegression,0.8,0.6974789915966386,0.8461538461538461,0.6111111111111112,0.7096774193548387,0.7204491725768322,44,39,8,28
Audio,LogisticRegression,0.81,0.7058823529411765,0.8627450980392157,0.6111111111111112,0.7154471544715447,0.7310874704491725,44,40,7,28
Audio,LogisticRegression,0.82,0.7058823529411765,0.8627450980392157,0.6111111111111112,0.7154471544715447,0.7310874704491725,44,40,7,28
Audio,LogisticRegression,0.83,0.7142857142857143,0.88,0.6111111111111112,0.7213114754098361,0.741725768321513,44,41,6,28
Audio,LogisticRegression,0.84,0.7142857142857143,0.88,0.6111111111111112,0.7213114754098361,0.741725768321513,44,41,6,28
Audio,LogisticRegression,0.85,0.7058823529411765,0.8936170212765957,0.5833333333333334,0.7058823529411765,0.7384751773049645,42,42,5,30
Audio,LogisticRegression,0.86,0.7058823529411765,0.8936170212765957,0.5833333333333334,0.7058823529411765,0.7384751773049645,42,42,5,30
Audio,LogisticRegression,0.87,0.7058823529411765,0.9111111111111111,0.5694444444444444,0.7008547008547008,0.7421690307328606,41,43,4,31
Audio,LogisticRegression,0.88,0.6974789915966386,0.9090909090909091,0.5555555555555556,0.6896551724137931,0.7352245862884161,40,43,4,32
Audio,LogisticRegression,0.89,0.6974789915966386,0.9090909090909091,0.5555555555555556,0.6896551724137931,0.7352245862884161,40,43,4,32
Audio,LogisticRegression,0.9,0.7058823529411765,0.9302325581395349,0.5555555555555556,0.6956521739130435,0.7458628841607565,40,44,3,32
Audio,LogisticRegression,0.91,0.7058823529411765,0.9302325581395349,0.5555555555555556,0.6956521739130435,0.7458628841607565,40,44,3,32
Audio,LogisticRegression,0.92,0.6974789915966386,0.9285714285714286,0.5416666666666666,0.6842105263157895,0.738918439716312,39,44,3,33
Audio,LogisticRegression,0.93,0.6974789915966386,0.9285714285714286,0.5416666666666666,0.6842105263157895,0.738918439716312,39,44,3,33
Audio,LogisticRegression,0.94,0.7058823529411765,0.9512195121951219,0.5416666666666666,0.6902654867256637,0.7495567375886525,39,45,2,33
Audio,LogisticRegression,0.95,0.6890756302521008,0.9487179487179487,0.5138888888888888,0.6666666666666666,0.7356678486997636,37,45,2,35
Audio,LogisticRegression,0.96,0.6890756302521008,0.9487179487179487,0.5138888888888888,0.6666666666666666,0.7356678486997636,37,45,2,35
Audio,LogisticRegression,0.97,0.680672268907563,0.9722222222222222,0.4861111111111111,0.6481481481481481,0.7324172576832151,35,46,1,37
Audio,LogisticRegression,0.98,0.6638655462184874,1.0,0.4444444444444444,0.6153846153846154,0.7222222222222222,32,47,0,40
Audio,LogisticRegression,0.99,0.6386554621848739,1.0,0.4027777777777778,0.5742574257425742,0.7013888888888888,29,47,0,43
Audio,SVM,0.01,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.02,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.03,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.04,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.05,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.06,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.07,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.08,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.09,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.1,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.11,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.12,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.13,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.14,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.15,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.16,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.17,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.18,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.19,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.2,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.21,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.22,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.23,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.24,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.25,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.26,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.27,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.28,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,SVM,0.29,0.6134453781512605,0.6101694915254238,1.0,0.7578947368421053,0.5106382978723404,72,1,46,0
Audio,SVM,0.3,0.6134453781512605,0.6101694915254238,1.0,0.7578947368421053,0.5106382978723404,72,1,46,0
Audio,SVM,0.31,0.6134453781512605,0.6101694915254238,1.0,0.7578947368421053,0.5106382978723404,72,1,46,0
Audio,SVM,0.32,0.5966386554621849,0.603448275862069,0.9722222222222222,0.7446808510638298,0.49674940898345155,70,1,46,2
Audio,SVM,0.33,0.5798319327731093,0.5964912280701754,0.9444444444444444,0.7311827956989247,0.48286052009456265,68,1,46,4
Audio,SVM,0.34,0.5630252100840336,0.5909090909090909,0.9027777777777778,0.7142857142857143,0.4726654846335697,65,2,45,7
Audio,SVM,0.35,0.5630252100840336,0.5943396226415094,0.875,0.7078651685393258,0.4800531914893617,63,4,43,9
Audio,SVM,0.36,0.5630252100840336,0.5961538461538461,0.8611111111111112,0.7045454545454546,0.48374704491725773,62,5,42,10
Audio,SVM,0.37,0.5546218487394958,0.5922330097087378,0.8472222222222222,0.6971428571428572,0.47680260047281325,61,5,42,11
Audio,SVM,0.38,0.5546218487394958,0.594059405940594,0.8333333333333334,0.6936416184971098,0.4804964539007092,60,6,41,12
Audio,SVM,0.39,0.5546218487394958,0.594059405940594,0.8333333333333334,0.6936416184971098,0.4804964539007092,60,6,41,12
Audio,SVM,0.4,0.5462184873949579,0.5918367346938775,0.8055555555555556,0.6823529411764706,0.47724586288416077,58,7,40,14
Audio,SVM,0.41,0.5630252100840336,0.6063829787234043,0.7916666666666666,0.6867469879518072,0.5022163120567376,57,10,37,15
Audio,SVM,0.42,0.5966386554621849,0.6333333333333333,0.7916666666666666,0.7037037037037037,0.5447695035460993,57,14,33,15
Audio,SVM,0.43,0.5882352941176471,0.6292134831460674,0.7777777777777778,0.6956521739130435,0.5378250591016549,56,14,33,16
Audio,SVM,0.44,0.5966386554621849,0.6363636363636364,0.7777777777777778,0.7,0.5484633569739953,56,15,32,16
Audio,SVM,0.45,0.6050420168067226,0.6436781609195402,0.7777777777777778,0.7044025157232704,0.5591016548463357,56,16,31,16
Audio,SVM,0.46,0.6050420168067226,0.6470588235294118,0.7638888888888888,0.7006369426751592,0.5627955082742316,55,17,30,17
Audio,SVM,0.47,0.5966386554621849,0.6428571428571429,0.75,0.6923076923076923,0.5558510638297872,54,17,30,18
Audio,SVM,0.48,0.5966386554621849,0.65,0.7222222222222222,0.6842105263157895,0.5632387706855791,52,19,28,20
Audio,SVM,0.49,0.5966386554621849,0.6578947368421053,0.6944444444444444,0.6756756756756757,0.5706264775413712,50,21,26,22
Audio,SVM,0.5,0.6050420168067226,0.6666666666666666,0.6944444444444444,0.6802721088435374,0.5812647754137116,50,22,25,22
Audio,SVM,0.51,0.5966386554621849,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5780141843971631,48,23,24,24
Audio,SVM,0.52,0.5882352941176471,0.6666666666666666,0.6388888888888888,0.6524822695035462,0.5747635933806146,46,24,23,26
Audio,SVM,0.53,0.5798319327731093,0.6666666666666666,0.6111111111111112,0.6376811594202898,0.5715130023640662,44,25,22,28
Audio,SVM,0.54,0.5882352941176471,0.676923076923077,0.6111111111111112,0.6423357664233577,0.5821513002364067,44,26,21,28
Audio,SVM,0.55,0.5966386554621849,0.6935483870967742,0.5972222222222222,0.6417910447761194,0.5964834515366431,43,28,19,29
Audio,SVM,0.56,0.6050420168067226,0.711864406779661,0.5833333333333334,0.6412213740458015,0.6108156028368794,42,30,17,30
Audio,SVM,0.57,0.6134453781512605,0.7321428571428571,0.5694444444444444,0.640625,0.6251477541371158,41,32,15,31
Audio,SVM,0.58,0.6218487394957983,0.7454545454545455,0.5694444444444444,0.6456692913385826,0.6357860520094563,41,33,14,31
Audio,SVM,0.59,0.6302521008403361,0.7592592592592593,0.5694444444444444,0.6507936507936508,0.6464243498817968,41,34,13,31
Audio,SVM,0.6,0.6302521008403361,0.78,0.5416666666666666,0.639344262295082,0.6538120567375887,39,36,11,33
Audio,SVM,0.61,0.6302521008403361,0.78,0.5416666666666666,0.639344262295082,0.6538120567375887,39,36,11,33
Audio,SVM,0.62,0.6302521008403361,0.78,0.5416666666666666,0.639344262295082,0.6538120567375887,39,36,11,33
Audio,SVM,0.63,0.6386554621848739,0.7959183673469388,0.5416666666666666,0.6446280991735537,0.6644503546099291,39,37,10,33
Audio,SVM,0.64,0.6386554621848739,0.7959183673469388,0.5416666666666666,0.6446280991735537,0.6644503546099291,39,37,10,33
Audio,SVM,0.65,0.6638655462184874,0.8478260869565217,0.5416666666666666,0.6610169491525424,0.6963652482269503,39,40,7,33
Audio,SVM,0.66,0.6638655462184874,0.8478260869565217,0.5416666666666666,0.6610169491525424,0.6963652482269503,39,40,7,33
Audio,SVM,0.67,0.6722689075630253,0.8666666666666667,0.5416666666666666,0.6666666666666666,0.7070035460992907,39,41,6,33
Audio,SVM,0.68,0.6722689075630253,0.8666666666666667,0.5416666666666666,0.6666666666666666,0.7070035460992907,39,41,6,33
Audio,SVM,0.69,0.680672268907563,0.8863636363636364,0.5416666666666666,0.6724137931034483,0.7176418439716312,39,42,5,33
Audio,SVM,0.7,0.6890756302521008,0.9069767441860465,0.5416666666666666,0.6782608695652174,0.7282801418439716,39,43,4,33
Audio,SVM,0.71,0.6974789915966386,0.9285714285714286,0.5416666666666666,0.6842105263157895,0.738918439716312,39,44,3,33
Audio,SVM,0.72,0.6974789915966386,0.9285714285714286,0.5416666666666666,0.6842105263157895,0.738918439716312,39,44,3,33
Audio,SVM,0.73,0.6974789915966386,0.9285714285714286,0.5416666666666666,0.6842105263157895,0.738918439716312,39,44,3,33
Audio,SVM,0.74,0.6974789915966386,0.9285714285714286,0.5416666666666666,0.6842105263157895,0.738918439716312,39,44,3,33
Audio,SVM,0.75,0.7058823529411765,0.9512195121951219,0.5416666666666666,0.6902654867256637,0.7495567375886525,39,45,2,33
Audio,SVM,0.76,0.7058823529411765,0.9512195121951219,0.5416666666666666,0.6902654867256637,0.7495567375886525,39,45,2,33
Audio,SVM,0.77,0.6974789915966386,0.95,0.5277777777777778,0.6785714285714286,0.7426122931442081,38,45,2,34
Audio,SVM,0.78,0.6974789915966386,0.95,0.5277777777777778,0.6785714285714286,0.7426122931442081,38,45,2,34
Audio,SVM,0.79,0.6890756302521008,0.9487179487179487,0.5138888888888888,0.6666666666666666,0.7356678486997636,37,45,2,35
Audio,SVM,0.8,0.6554621848739496,0.9428571428571428,0.4583333333333333,0.616822429906542,0.7078900709219859,33,45,2,39
Audio,SVM,0.81,0.6554621848739496,0.9696969696969697,0.4444444444444444,0.6095238095238096,0.7115839243498818,32,46,1,40
Audio,SVM,0.82,0.6386554621848739,0.967741935483871,0.4166666666666667,0.5825242718446602,0.6976950354609929,30,46,1,42
Audio,SVM,0.83,0.6218487394957983,1.0,0.375,0.5454545454545454,0.6875,27,47,0,45
Audio,SVM,0.84,0.5630252100840336,1.0,0.2777777777777778,0.43478260869565216,0.6388888888888888,20,47,0,52
Audio,SVM,0.85,0.5630252100840336,1.0,0.2777777777777778,0.43478260869565216,0.6388888888888888,20,47,0,52
Audio,SVM,0.86,0.5126050420168067,1.0,0.19444444444444445,0.32558139534883723,0.5972222222222222,14,47,0,58
Audio,SVM,0.87,0.48739495798319327,1.0,0.1527777777777778,0.26506024096385544,0.5763888888888888,11,47,0,61
Audio,SVM,0.88,0.46218487394957986,1.0,0.1111111111111111,0.2,0.5555555555555556,8,47,0,64
Audio,SVM,0.89,0.42016806722689076,1.0,0.041666666666666664,0.08,0.5208333333333334,3,47,0,69
Audio,SVM,0.9,0.4117647058823529,1.0,0.027777777777777776,0.05405405405405406,0.5138888888888888,2,47,0,70
Audio,SVM,0.91,0.4117647058823529,1.0,0.027777777777777776,0.05405405405405406,0.5138888888888888,2,47,0,70
Audio,SVM,0.92,0.4117647058823529,1.0,0.027777777777777776,0.05405405405405406,0.5138888888888888,2,47,0,70
Audio,SVM,0.93,0.4117647058823529,1.0,0.027777777777777776,0.05405405405405406,0.5138888888888888,2,47,0,70
Audio,SVM,0.94,0.3949579831932773,0.0,0.0,0.0,0.5,0,47,0,72
Audio,SVM,0.95,0.3949579831932773,0.0,0.0,0.0,0.5,0,47,0,72
Audio,SVM,0.96,0.3949579831932773,0.0,0.0,0.0,0.5,0,47,0,72
Audio,SVM,0.97,0.3949579831932773,0.0,0.0,0.0,0.5,0,47,0,72
Audio,SVM,0.98,0.3949579831932773,0.0,0.0,0.0,0.5,0,47,0,72
Audio,SVM,0.99,0.3949579831932773,0.0,0.0,0.0,0.5,0,47,0,72
Audio,RandomForest,0.01,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.02,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.03,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.04,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.05,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.06,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.07,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.08,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.09,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.1,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.11,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.12,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.13,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.14,0.6050420168067226,0.6050420168067226,1.0,0.7539267015706806,0.5,72,0,47,0
Audio,RandomForest,0.15,0.5966386554621849,0.6016949152542372,0.9861111111111112,0.7473684210526316,0.4930555555555556,71,0,47,1
Audio,RandomForest,0.16,0.5882352941176471,0.5982905982905983,0.9722222222222222,0.7407407407407407,0.4861111111111111,70,0,47,2
Audio,RandomForest,0.17,0.5882352941176471,0.5982905982905983,0.9722222222222222,0.7407407407407407,0.4861111111111111,70,0,47,2
Audio,RandomForest,0.18,0.5882352941176471,0.5982905982905983,0.9722222222222222,0.7407407407407407,0.4861111111111111,70,0,47,2
Audio,RandomForest,0.19,0.5882352941176471,0.5982905982905983,0.9722222222222222,0.7407407407407407,0.4861111111111111,70,0,47,2
Audio,RandomForest,0.2,0.5882352941176471,0.5982905982905983,0.9722222222222222,0.7407407407407407,0.4861111111111111,70,0,47,2
Audio,RandomForest,0.21,0.5798319327731093,0.5948275862068966,0.9583333333333334,0.7340425531914894,0.4791666666666667,69,0,47,3
Audio,RandomForest,0.22,0.5798319327731093,0.5948275862068966,0.9583333333333334,0.7340425531914894,0.4791666666666667,69,0,47,3
