Modality,Model,threshold,accuracy,precision,recall,f1,balanced_accuracy,tp,tn,fp,fn
Audio,XGBoost,0.18,0.5957446808510638,0.5625,0.782608695652174,0.6545454545454545,0.5996376811594203,36,20,28,10
Audio,XGBoost,0.19,0.5957446808510638,0.5625,0.782608695652174,0.6545454545454545,0.5996376811594203,36,20,28,10
Audio,XGBoost,0.2,0.5851063829787234,0.5555555555555556,0.7608695652173914,0.6422018348623854,0.588768115942029,35,20,28,11
Audio,XGBoost,0.21,0.5957446808510638,0.5645161290322581,0.7608695652173914,0.6481481481481481,0.5991847826086957,35,21,27,11
Audio,XGBoost,0.22,0.6276595744680851,0.5932203389830508,0.7608695652173914,0.6666666666666666,0.6304347826086957,35,24,24,11
Audio,XGBoost,0.23,0.6595744680851063,0.625,0.7608695652173914,0.6862745098039216,0.6616847826086957,35,27,21,11
Audio,XGBoost,0.24,0.6702127659574468,0.6363636363636364,0.7608695652173914,0.693069306930693,0.6721014492753623,35,28,20,11
Audio,XGBoost,0.25,0.6702127659574468,0.6363636363636364,0.7608695652173914,0.693069306930693,0.6721014492753623,35,28,20,11
Audio,XGBoost,0.26,0.6702127659574468,0.6363636363636364,0.7608695652173914,0.693069306930693,0.6721014492753623,35,28,20,11
Audio,XGBoost,0.27,0.6595744680851063,0.6296296296296297,0.7391304347826086,0.68,0.661231884057971,34,28,20,12
Audio,XGBoost,0.28,0.6702127659574468,0.6415094339622641,0.7391304347826086,0.6868686868686869,0.6716485507246377,34,29,19,12
Audio,XGBoost,0.29,0.6808510638297872,0.6538461538461539,0.7391304347826086,0.6938775510204082,0.6820652173913043,34,30,18,12
Audio,XGBoost,0.3,0.6914893617021277,0.6666666666666666,0.7391304347826086,0.7010309278350515,0.692481884057971,34,31,17,12
Audio,XGBoost,0.31,0.7021276595744681,0.68,0.7391304347826086,0.7083333333333334,0.7028985507246377,34,32,16,12
Audio,XGBoost,0.32,0.7021276595744681,0.68,0.7391304347826086,0.7083333333333334,0.7028985507246377,34,32,16,12
Audio,XGBoost,0.33,0.7021276595744681,0.6875,0.717391304347826,0.7021276595744681,0.7024456521739131,33,33,15,13
Audio,XGBoost,0.34,0.7021276595744681,0.6875,0.717391304347826,0.7021276595744681,0.7024456521739131,33,33,15,13
Audio,XGBoost,0.35,0.7021276595744681,0.6875,0.717391304347826,0.7021276595744681,0.7024456521739131,33,33,15,13
Audio,XGBoost,0.36,0.7021276595744681,0.6875,0.717391304347826,0.7021276595744681,0.7024456521739131,33,33,15,13
Audio,XGBoost,0.37,0.7021276595744681,0.6875,0.717391304347826,0.7021276595744681,0.7024456521739131,33,33,15,13
Audio,XGBoost,0.38,0.7021276595744681,0.6875,0.717391304347826,0.7021276595744681,0.7024456521739131,33,33,15,13
Audio,XGBoost,0.39,0.6914893617021277,0.6808510638297872,0.6956521739130435,0.6881720430107527,0.6915760869565217,32,33,15,14
Audio,XGBoost,0.4,0.7021276595744681,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.7019927536231885,32,34,14,14
Audio,XGBoost,0.41,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.42,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.43,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.44,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.45,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.46,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.47,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.48,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.49,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.5,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.51,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.52,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.53,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.54,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
Audio,XGBoost,0.55,0.6914893617021277,0.6888888888888889,0.6739130434782609,0.6813186813186813,0.6911231884057971,31,34,14,15
