Modality,Model,threshold,accuracy,precision,recall,f1,balanced_accuracy,tp,tn,fp,fn
Audio,LogisticRegression,0.87,0.776595744680851,0.9032258064516129,0.6086956521739131,0.7272727272727273,0.7730978260869565,28,45,3,18
Audio,LogisticRegression,0.88,0.7872340425531915,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.7835144927536233,28,46,2,18
Audio,LogisticRegression,0.89,0.7978723404255319,0.9655172413793104,0.6086956521739131,0.7466666666666667,0.7939311594202898,28,47,1,18
Audio,LogisticRegression,0.9,0.7978723404255319,0.9655172413793104,0.6086956521739131,0.7466666666666667,0.7939311594202898,28,47,1,18
Audio,LogisticRegression,0.91,0.776595744680851,0.9629629629629629,0.5652173913043478,0.7123287671232876,0.7721920289855072,26,47,1,20
Audio,LogisticRegression,0.92,0.776595744680851,0.9629629629629629,0.5652173913043478,0.7123287671232876,0.7721920289855072,26,47,1,20
Audio,LogisticRegression,0.93,0.776595744680851,0.9629629629629629,0.5652173913043478,0.7123287671232876,0.7721920289855072,26,47,1,20
Audio,LogisticRegression,0.94,0.7553191489361702,0.96,0.5217391304347826,0.676056338028169,0.7504528985507246,24,47,1,22
Audio,LogisticRegression,0.95,0.7659574468085106,1.0,0.5217391304347826,0.6857142857142857,0.7608695652173914,24,48,0,22
Audio,LogisticRegression,0.96,0.7446808510638298,1.0,0.4782608695652174,0.6470588235294118,0.7391304347826086,22,48,0,24
Audio,LogisticRegression,0.97,0.7340425531914894,1.0,0.45652173913043476,0.6268656716417911,0.7282608695652174,21,48,0,25
Audio,LogisticRegression,0.98,0.7021276595744681,1.0,0.391304347826087,0.5625,0.6956521739130435,18,48,0,28
Audio,LogisticRegression,0.99,0.6702127659574468,1.0,0.32608695652173914,0.4918032786885246,0.6630434782608696,15,48,0,31
Audio,SVM,0.01,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.02,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.03,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.04,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.05,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.06,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.07,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.08,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.09,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.1,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.11,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.12,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.13,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.14,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.15,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,SVM,0.16,0.5,0.4946236559139785,1.0,0.6618705035971223,0.5104166666666666,46,1,47,0
Audio,SVM,0.17,0.5,0.4946236559139785,1.0,0.6618705035971223,0.5104166666666666,46,1,47,0
Audio,SVM,0.18,0.5,0.4946236559139785,1.0,0.6618705035971223,0.5104166666666666,46,1,47,0
Audio,SVM,0.19,0.5,0.4946236559139785,1.0,0.6618705035971223,0.5104166666666666,46,1,47,0
Audio,SVM,0.2,0.5,0.4946236559139785,1.0,0.6618705035971223,0.5104166666666666,46,1,47,0
Audio,SVM,0.21,0.5,0.4946236559139785,1.0,0.6618705035971223,0.5104166666666666,46,1,47,0
Audio,SVM,0.22,0.5106382978723404,0.5,1.0,0.6666666666666666,0.5208333333333334,46,2,46,0
Audio,SVM,0.23,0.5212765957446809,0.5054945054945055,1.0,0.6715328467153284,0.53125,46,3,45,0
Audio,SVM,0.24,0.5106382978723404,0.5,0.9782608695652174,0.6617647058823529,0.5203804347826086,45,3,45,1
Audio,SVM,0.25,0.5106382978723404,0.5,0.9565217391304348,0.6567164179104478,0.519927536231884,44,4,44,2
Audio,SVM,0.26,0.5106382978723404,0.5,0.9565217391304348,0.6567164179104478,0.519927536231884,44,4,44,2
Audio,SVM,0.27,0.48936170212765956,0.4883720930232558,0.9130434782608695,0.6363636363636364,0.49818840579710144,42,4,44,4
Audio,SVM,0.28,0.48936170212765956,0.4878048780487805,0.8695652173913043,0.625,0.49728260869565216,40,6,42,6
Audio,SVM,0.29,0.5,0.4935064935064935,0.8260869565217391,0.6178861788617886,0.5067934782608696,38,9,39,8
Audio,SVM,0.3,0.5106382978723404,0.5,0.8260869565217391,0.6229508196721312,0.5172101449275363,38,10,38,8
Audio,SVM,0.31,0.5212765957446809,0.5066666666666667,0.8260869565217391,0.628099173553719,0.5276268115942029,38,11,37,8
Audio,SVM,0.32,0.5212765957446809,0.5066666666666667,0.8260869565217391,0.628099173553719,0.5276268115942029,38,11,37,8
Audio,SVM,0.33,0.5212765957446809,0.5066666666666667,0.8260869565217391,0.628099173553719,0.5276268115942029,38,11,37,8
Audio,SVM,0.34,0.5106382978723404,0.5,0.782608695652174,0.6101694915254238,0.5163043478260869,36,12,36,10
Audio,SVM,0.35,0.5106382978723404,0.5,0.7608695652173914,0.603448275862069,0.5158514492753623,35,13,35,11
Audio,SVM,0.36,0.5212765957446809,0.5074626865671642,0.7391304347826086,0.6017699115044248,0.5258152173913043,34,15,33,12
Audio,SVM,0.37,0.5319148936170213,0.515625,0.717391304347826,0.6,0.5357789855072463,33,17,31,13
Audio,SVM,0.38,0.5106382978723404,0.5,0.6739130434782609,0.5740740740740741,0.5140398550724637,31,17,31,15
Audio,SVM,0.39,0.5425531914893617,0.5254237288135594,0.6739130434782609,0.5904761904761905,0.5452898550724637,31,20,28,15
Audio,SVM,0.4,0.574468085106383,0.5535714285714286,0.6739130434782609,0.6078431372549019,0.5765398550724637,31,23,25,15
Audio,SVM,0.41,0.5957446808510638,0.5740740740740741,0.6739130434782609,0.62,0.5973731884057971,31,25,23,15
Audio,SVM,0.42,0.6063829787234043,0.5849056603773585,0.6739130434782609,0.6262626262626263,0.6077898550724637,31,26,22,15
Audio,SVM,0.43,0.6276595744680851,0.6078431372549019,0.6739130434782609,0.6391752577319587,0.6286231884057971,31,28,20,15
Audio,SVM,0.44,0.6382978723404256,0.62,0.6739130434782609,0.6458333333333334,0.6390398550724637,31,29,19,15
Audio,SVM,0.45,0.6595744680851063,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6594202898550725,30,32,16,16
Audio,SVM,0.46,0.6595744680851063,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6594202898550725,30,32,16,16
Audio,SVM,0.47,0.6595744680851063,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6594202898550725,30,32,16,16
Audio,SVM,0.48,0.6914893617021277,0.6976744186046512,0.6521739130434783,0.6741573033707865,0.6906702898550725,30,35,13,16
Audio,SVM,0.49,0.6914893617021277,0.6976744186046512,0.6521739130434783,0.6741573033707865,0.6906702898550725,30,35,13,16
Audio,SVM,0.5,0.6914893617021277,0.6976744186046512,0.6521739130434783,0.6741573033707865,0.6906702898550725,30,35,13,16
Audio,SVM,0.51,0.6808510638297872,0.6904761904761905,0.6304347826086957,0.6590909090909091,0.6798007246376812,29,35,13,17
Audio,SVM,0.52,0.6914893617021277,0.7073170731707317,0.6304347826086957,0.6666666666666666,0.6902173913043479,29,36,12,17
Audio,SVM,0.53,0.6914893617021277,0.7073170731707317,0.6304347826086957,0.6666666666666666,0.6902173913043479,29,36,12,17
Audio,SVM,0.54,0.7021276595744681,0.725,0.6304347826086957,0.6744186046511628,0.7006340579710145,29,37,11,17
Audio,SVM,0.55,0.7127659574468085,0.7435897435897436,0.6304347826086957,0.6823529411764706,0.7110507246376812,29,38,10,17
Audio,SVM,0.56,0.7127659574468085,0.7435897435897436,0.6304347826086957,0.6823529411764706,0.7110507246376812,29,38,10,17
Audio,SVM,0.57,0.7127659574468085,0.7435897435897436,0.6304347826086957,0.6823529411764706,0.7110507246376812,29,38,10,17
Audio,SVM,0.58,0.723404255319149,0.7631578947368421,0.6304347826086957,0.6904761904761905,0.7214673913043479,29,39,9,17
Audio,SVM,0.59,0.7340425531914894,0.7837837837837838,0.6304347826086957,0.6987951807228916,0.7318840579710145,29,40,8,17
Audio,SVM,0.6,0.7340425531914894,0.7837837837837838,0.6304347826086957,0.6987951807228916,0.7318840579710145,29,40,8,17
Audio,SVM,0.61,0.7446808510638298,0.8055555555555556,0.6304347826086957,0.7073170731707317,0.7423007246376812,29,41,7,17
Audio,SVM,0.62,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.63,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.64,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.65,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.66,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.67,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.68,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,SVM,0.69,0.776595744680851,0.9310344827586207,0.5869565217391305,0.72,0.7726449275362319,27,46,2,19
Audio,SVM,0.7,0.776595744680851,0.9310344827586207,0.5869565217391305,0.72,0.7726449275362319,27,46,2,19
Audio,SVM,0.71,0.776595744680851,0.9310344827586207,0.5869565217391305,0.72,0.7726449275362319,27,46,2,19
Audio,SVM,0.72,0.776595744680851,0.9310344827586207,0.5869565217391305,0.72,0.7726449275362319,27,46,2,19
Audio,SVM,0.73,0.7659574468085106,0.9285714285714286,0.5652173913043478,0.7027027027027027,0.7617753623188406,26,46,2,20
Audio,SVM,0.74,0.7553191489361702,0.9259259259259259,0.5434782608695652,0.684931506849315,0.7509057971014492,25,46,2,21
Audio,SVM,0.75,0.7659574468085106,0.9615384615384616,0.5434782608695652,0.6944444444444444,0.761322463768116,25,47,1,21
Audio,SVM,0.76,0.7553191489361702,0.96,0.5217391304347826,0.676056338028169,0.7504528985507246,24,47,1,22
Audio,SVM,0.77,0.7446808510638298,0.9583333333333334,0.5,0.6571428571428571,0.7395833333333333,23,47,1,23
Audio,SVM,0.78,0.723404255319149,0.9545454545454546,0.45652173913043476,0.6176470588235294,0.7178442028985507,21,47,1,25
Audio,SVM,0.79,0.7127659574468085,1.0,0.41304347826086957,0.5846153846153846,0.7065217391304348,19,48,0,27
Audio,SVM,0.8,0.7021276595744681,1.0,0.391304347826087,0.5625,0.6956521739130435,18,48,0,28
Audio,SVM,0.81,0.6702127659574468,1.0,0.32608695652173914,0.4918032786885246,0.6630434782608696,15,48,0,31
Audio,SVM,0.82,0.6382978723404256,1.0,0.2608695652173913,0.41379310344827586,0.6304347826086957,12,48,0,34
Audio,SVM,0.83,0.574468085106383,1.0,0.13043478260869565,0.23076923076923078,0.5652173913043478,6,48,0,40
Audio,SVM,0.84,0.5425531914893617,1.0,0.06521739130434782,0.12244897959183673,0.532608695652174,3,48,0,43
Audio,SVM,0.85,0.5425531914893617,1.0,0.06521739130434782,0.12244897959183673,0.532608695652174,3,48,0,43
Audio,SVM,0.86,0.5425531914893617,1.0,0.06521739130434782,0.12244897959183673,0.532608695652174,3,48,0,43
Audio,SVM,0.87,0.5212765957446809,1.0,0.021739130434782608,0.0425531914893617,0.5108695652173914,1,48,0,45
Audio,SVM,0.88,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.89,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.9,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.91,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.92,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.93,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.94,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.95,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.96,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.97,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.98,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,SVM,0.99,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,RandomForest,0.01,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.02,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.03,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.04,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.05,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.06,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.07,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.08,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,RandomForest,0.09,0.4787234042553192,0.4838709677419355,0.9782608695652174,0.6474820143884892,0.4891304347826087,45,0,48,1
Audio,RandomForest,0.1,0.4787234042553192,0.4838709677419355,0.9782608695652174,0.6474820143884892,0.4891304347826087,45,0,48,1
Audio,RandomForest,0.11,0.46808510638297873,0.4782608695652174,0.9565217391304348,0.6376811594202898,0.4782608695652174,44,0,48,2
Audio,RandomForest,0.12,0.46808510638297873,0.4782608695652174,0.9565217391304348,0.6376811594202898,0.4782608695652174,44,0,48,2
Audio,RandomForest,0.13,0.46808510638297873,0.4782608695652174,0.9565217391304348,0.6376811594202898,0.4782608695652174,44,0,48,2
Audio,RandomForest,0.14,0.4574468085106383,0.4725274725274725,0.9347826086956522,0.6277372262773723,0.4673913043478261,43,0,48,3
Audio,RandomForest,0.15,0.4574468085106383,0.4725274725274725,0.9347826086956522,0.6277372262773723,0.4673913043478261,43,0,48,3
Audio,RandomForest,0.16,0.4574468085106383,0.4725274725274725,0.9347826086956522,0.6277372262773723,0.4673913043478261,43,0,48,3
Audio,RandomForest,0.17,0.4574468085106383,0.4725274725274725,0.9347826086956522,0.6277372262773723,0.4673913043478261,43,0,48,3
Audio,RandomForest,0.18,0.4574468085106383,0.4725274725274725,0.9347826086956522,0.6277372262773723,0.4673913043478261,43,0,48,3
Audio,RandomForest,0.19,0.4574468085106383,0.47191011235955055,0.9130434782608695,0.6222222222222222,0.46693840579710144,42,1,47,4
Audio,RandomForest,0.2,0.46808510638297873,0.4772727272727273,0.9130434782608695,0.6268656716417911,0.47735507246376807,42,2,46,4
Audio,RandomForest,0.21,0.4574468085106383,0.47126436781609193,0.8913043478260869,0.6165413533834586,0.4664855072463768,41,2,46,5
Audio,RandomForest,0.22,0.4574468085106383,0.47126436781609193,0.8913043478260869,0.6165413533834586,0.4664855072463768,41,2,46,5
Audio,RandomForest,0.23,0.44680851063829785,0.46511627906976744,0.8695652173913043,0.6060606060606061,0.4556159420289855,40,2,46,6
Audio,RandomForest,0.24,0.43617021276595747,0.4588235294117647,0.8478260869565217,0.5954198473282443,0.4447463768115942,39,2,46,7
Audio,RandomForest,0.25,0.425531914893617,0.4523809523809524,0.8260869565217391,0.5846153846153846,0.4338768115942029,38,2,46,8
Audio,RandomForest,0.26,0.425531914893617,0.45121951219512196,0.8043478260869565,0.578125,0.43342391304347827,37,3,45,9
Audio,RandomForest,0.27,0.425531914893617,0.45121951219512196,0.8043478260869565,0.578125,0.43342391304347827,37,3,45,9
Audio,RandomForest,0.28,0.43617021276595747,0.4567901234567901,0.8043478260869565,0.5826771653543307,0.44384057971014496,37,4,44,9
Audio,RandomForest,0.29,0.44680851063829785,0.4625,0.8043478260869565,0.5873015873015873,0.4542572463768116,37,5,43,9
Audio,RandomForest,0.3,0.4574468085106383,0.46835443037974683,0.8043478260869565,0.592,0.46467391304347827,37,6,42,9
Audio,RandomForest,0.31,0.44680851063829785,0.46153846153846156,0.782608695652174,0.5806451612903226,0.453804347826087,36,6,42,10
Audio,RandomForest,0.32,0.4574468085106383,0.4675324675324675,0.782608695652174,0.5853658536585366,0.46422101449275366,36,7,41,10
Audio,RandomForest,0.33,0.4787234042553192,0.48,0.782608695652174,0.5950413223140496,0.485054347826087,36,9,39,10
Audio,RandomForest,0.34,0.5106382978723404,0.5,0.782608695652174,0.6101694915254238,0.5163043478260869,36,12,36,10
Audio,RandomForest,0.35,0.5106382978723404,0.5,0.7608695652173914,0.603448275862069,0.5158514492753623,35,13,35,11
Audio,RandomForest,0.36,0.5319148936170213,0.5147058823529411,0.7608695652173914,0.6140350877192983,0.5366847826086957,35,15,33,11
Audio,RandomForest,0.37,0.5319148936170213,0.5151515151515151,0.7391304347826086,0.6071428571428571,0.536231884057971,34,16,32,12
Audio,RandomForest,0.38,0.5425531914893617,0.5230769230769231,0.7391304347826086,0.6126126126126126,0.5466485507246377,34,17,31,12
Audio,RandomForest,0.39,0.6063829787234043,0.576271186440678,0.7391304347826086,0.6476190476190476,0.6091485507246377,34,23,25,12
Audio,RandomForest,0.4,0.6170212765957447,0.5862068965517241,0.7391304347826086,0.6538461538461539,0.6195652173913043,34,24,24,12
Audio,RandomForest,0.41,0.6382978723404256,0.6071428571428571,0.7391304347826086,0.6666666666666666,0.6403985507246377,34,26,22,12
Audio,RandomForest,0.42,0.6276595744680851,0.6,0.717391304347826,0.6534653465346535,0.6295289855072463,33,26,22,13
Audio,RandomForest,0.43,0.648936170212766,0.6226415094339622,0.717391304347826,0.6666666666666666,0.6503623188405797,33,28,20,13
Audio,RandomForest,0.44,0.648936170212766,0.6226415094339622,0.717391304347826,0.6666666666666666,0.6503623188405797,33,28,20,13
Audio,RandomForest,0.45,0.648936170212766,0.6226415094339622,0.717391304347826,0.6666666666666666,0.6503623188405797,33,28,20,13
Audio,RandomForest,0.46,0.6595744680851063,0.64,0.6956521739130435,0.6666666666666666,0.6603260869565217,32,30,18,14
Audio,RandomForest,0.47,0.6595744680851063,0.64,0.6956521739130435,0.6666666666666666,0.6603260869565217,32,30,18,14
Audio,RandomForest,0.48,0.6595744680851063,0.64,0.6956521739130435,0.6666666666666666,0.6603260869565217,32,30,18,14
Audio,RandomForest,0.49,0.6914893617021277,0.6808510638297872,0.6956521739130435,0.6881720430107527,0.6915760869565217,32,33,15,14
Audio,RandomForest,0.5,0.6914893617021277,0.6808510638297872,0.6956521739130435,0.6881720430107527,0.6915760869565217,32,33,15,14
Audio,RandomForest,0.51,0.7021276595744681,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.7019927536231885,32,34,14,14
Audio,RandomForest,0.52,0.7127659574468085,0.7111111111111111,0.6956521739130435,0.7032967032967034,0.712409420289855,32,35,13,14
Audio,RandomForest,0.53,0.723404255319149,0.7272727272727273,0.6956521739130435,0.7111111111111111,0.7228260869565217,32,36,12,14
Audio,RandomForest,0.54,0.723404255319149,0.7272727272727273,0.6956521739130435,0.7111111111111111,0.7228260869565217,32,36,12,14
Audio,RandomForest,0.55,0.7446808510638298,0.7619047619047619,0.6956521739130435,0.7272727272727273,0.743659420289855,32,38,10,14
Audio,RandomForest,0.56,0.7340425531914894,0.7560975609756098,0.6739130434782609,0.7126436781609196,0.7327898550724637,31,38,10,15
Audio,RandomForest,0.57,0.7340425531914894,0.7560975609756098,0.6739130434782609,0.7126436781609196,0.7327898550724637,31,38,10,15
Audio,RandomForest,0.58,0.723404255319149,0.75,0.6521739130434783,0.6976744186046512,0.7219202898550725,30,38,10,16
Audio,RandomForest,0.59,0.723404255319149,0.75,0.6521739130434783,0.6976744186046512,0.7219202898550725,30,38,10,16
Audio,RandomForest,0.6,0.723404255319149,0.75,0.6521739130434783,0.6976744186046512,0.7219202898550725,30,38,10,16
Audio,RandomForest,0.61,0.7340425531914894,0.7692307692307693,0.6521739130434783,0.7058823529411765,0.7323369565217391,30,39,9,16
Audio,RandomForest,0.62,0.7659574468085106,0.8333333333333334,0.6521739130434783,0.7317073170731707,0.7635869565217391,30,42,6,16
Audio,RandomForest,0.63,0.7553191489361702,0.8285714285714286,0.6304347826086957,0.7160493827160493,0.7527173913043479,29,42,6,17
Audio,RandomForest,0.64,0.7553191489361702,0.8285714285714286,0.6304347826086957,0.7160493827160493,0.7527173913043479,29,42,6,17
Audio,RandomForest,0.65,0.7659574468085106,0.8529411764705882,0.6304347826086957,0.725,0.7631340579710145,29,43,5,17
Audio,RandomForest,0.66,0.776595744680851,0.8787878787878788,0.6304347826086957,0.7341772151898734,0.7735507246376812,29,44,4,17
Audio,RandomForest,0.67,0.7872340425531915,0.90625,0.6304347826086957,0.7435897435897436,0.7839673913043479,29,45,3,17
Audio,RandomForest,0.68,0.7872340425531915,0.90625,0.6304347826086957,0.7435897435897436,0.7839673913043479,29,45,3,17
Audio,RandomForest,0.69,0.7872340425531915,0.90625,0.6304347826086957,0.7435897435897436,0.7839673913043479,29,45,3,17
Audio,RandomForest,0.7,0.776595744680851,0.9310344827586207,0.5869565217391305,0.72,0.7726449275362319,27,46,2,19
Audio,RandomForest,0.71,0.776595744680851,0.9629629629629629,0.5652173913043478,0.7123287671232876,0.7721920289855072,26,47,1,20
Audio,RandomForest,0.72,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.73,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.74,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.75,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.76,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.77,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.78,0.7872340425531915,1.0,0.5652173913043478,0.7222222222222222,0.7826086956521738,26,48,0,20
Audio,RandomForest,0.79,0.776595744680851,1.0,0.5434782608695652,0.704225352112676,0.7717391304347826,25,48,0,21
Audio,RandomForest,0.8,0.7659574468085106,1.0,0.5217391304347826,0.6857142857142857,0.7608695652173914,24,48,0,22
Audio,RandomForest,0.81,0.7659574468085106,1.0,0.5217391304347826,0.6857142857142857,0.7608695652173914,24,48,0,22
Audio,RandomForest,0.82,0.7553191489361702,1.0,0.5,0.6666666666666666,0.75,23,48,0,23
Audio,RandomForest,0.83,0.7553191489361702,1.0,0.5,0.6666666666666666,0.75,23,48,0,23
Audio,RandomForest,0.84,0.7553191489361702,1.0,0.5,0.6666666666666666,0.75,23,48,0,23
Audio,RandomForest,0.85,0.7553191489361702,1.0,0.5,0.6666666666666666,0.75,23,48,0,23
Audio,RandomForest,0.86,0.7446808510638298,1.0,0.4782608695652174,0.6470588235294118,0.7391304347826086,22,48,0,24
Audio,RandomForest,0.87,0.7340425531914894,1.0,0.45652173913043476,0.6268656716417911,0.7282608695652174,21,48,0,25
Audio,RandomForest,0.88,0.7340425531914894,1.0,0.45652173913043476,0.6268656716417911,0.7282608695652174,21,48,0,25
Audio,RandomForest,0.89,0.7021276595744681,1.0,0.391304347826087,0.5625,0.6956521739130435,18,48,0,28
Audio,RandomForest,0.9,0.7021276595744681,1.0,0.391304347826087,0.5625,0.6956521739130435,18,48,0,28
Audio,RandomForest,0.91,0.6702127659574468,1.0,0.32608695652173914,0.4918032786885246,0.6630434782608696,15,48,0,31
Audio,RandomForest,0.92,0.6276595744680851,1.0,0.2391304347826087,0.38596491228070173,0.6195652173913043,11,48,0,35
Audio,RandomForest,0.93,0.6170212765957447,1.0,0.21739130434782608,0.35714285714285715,0.6086956521739131,10,48,0,36
Audio,RandomForest,0.94,0.5957446808510638,1.0,0.17391304347826086,0.2962962962962963,0.5869565217391304,8,48,0,38
Audio,RandomForest,0.95,0.5851063829787234,1.0,0.15217391304347827,0.2641509433962264,0.5760869565217391,7,48,0,39
Audio,RandomForest,0.96,0.5319148936170213,1.0,0.043478260869565216,0.08333333333333333,0.5217391304347826,2,48,0,44
Audio,RandomForest,0.97,0.5319148936170213,1.0,0.043478260869565216,0.08333333333333333,0.5217391304347826,2,48,0,44
Audio,RandomForest,0.98,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,RandomForest,0.99,0.5106382978723404,0.0,0.0,0.0,0.5,0,48,0,46
Audio,XGBoost,0.01,0.48936170212765956,0.48936170212765956,1.0,0.6571428571428571,0.5,46,0,48,0
Audio,XGBoost,0.02,0.4787234042553192,0.4838709677419355,0.9782608695652174,0.6474820143884892,0.4891304347826087,45,0,48,1
Audio,XGBoost,0.03,0.4574468085106383,0.4725274725274725,0.9347826086956522,0.6277372262773723,0.4673913043478261,43,0,48,3
Audio,XGBoost,0.04,0.44680851063829785,0.4659090909090909,0.8913043478260869,0.6119402985074627,0.45606884057971014,41,1,47,5
Audio,XGBoost,0.05,0.425531914893617,0.4523809523809524,0.8260869565217391,0.5846153846153846,0.4338768115942029,38,2,46,8
Audio,XGBoost,0.06,0.43617021276595747,0.4578313253012048,0.8260869565217391,0.5891472868217055,0.44429347826086957,38,3,45,8
Audio,XGBoost,0.07,0.4574468085106383,0.4691358024691358,0.8260869565217391,0.5984251968503937,0.4651268115942029,38,5,43,8
Audio,XGBoost,0.08,0.4574468085106383,0.4691358024691358,0.8260869565217391,0.5984251968503937,0.4651268115942029,38,5,43,8
Audio,XGBoost,0.09,0.46808510638297873,0.475,0.8260869565217391,0.6031746031746031,0.47554347826086957,38,6,42,8
Audio,XGBoost,0.1,0.4787234042553192,0.4810126582278481,0.8260869565217391,0.608,0.48596014492753625,38,7,41,8
Audio,XGBoost,0.11,0.4787234042553192,0.4810126582278481,0.8260869565217391,0.608,0.48596014492753625,38,7,41,8
Audio,XGBoost,0.12,0.4787234042553192,0.4810126582278481,0.8260869565217391,0.608,0.48596014492753625,38,7,41,8
Audio,XGBoost,0.13,0.4787234042553192,0.4810126582278481,0.8260869565217391,0.608,0.48596014492753625,38,7,41,8
Audio,XGBoost,0.14,0.5,0.49333333333333335,0.8043478260869565,0.6115702479338843,0.5063405797101449,37,10,38,9
Audio,XGBoost,0.15,0.5425531914893617,0.5211267605633803,0.8043478260869565,0.6324786324786325,0.5480072463768116,37,14,34,9
Audio,XGBoost,0.16,0.5531914893617021,0.5285714285714286,0.8043478260869565,0.6379310344827587,0.5584239130434783,37,15,33,9
Audio,XGBoost,0.17,0.5638297872340425,0.5373134328358209,0.782608695652174,0.6371681415929203,0.5683876811594203,36,17,31,10
